SapCode ,SPU Id ,ML Exclusion,Month,ML Forecast,Global Lag 0 PBU Consensus FC,Shipped Units
ABC,RESSA005ZA,N,4,0,0,0
ABC,RESSA006ZA,N,4,0,0,0
ABC,RESSA007ZA,N,4,0,0,0
ABC,RESSA008ZA,N,4,0,0,0
ABC,RESSA009ZA,N,4,0,0,0
ABC,REWHOLESDE,N,4,1125,1356,1282
ABC,REWHOLESFR,N,4,0,0,0
ABC,REWHTYSYDE,Y,4,221,260,215
ABC,REZ29000ZA,N,4,0,0,0
ABC,REZ38000B1,N,4,0,0,0
ABC,REZ40000B1,N,4,8,4,0
ABC,REZ42000B1,N,4,8,0,1
ABC,REZ50000NL,N,4,408,400,420
ABC,REZ61000CA,Y,4,1,0,0
ABC,REZ67000GB,Y,4,0,0,4
ABC,REZA1000ZA,Y,4,0,0,0
ABC,REZA2000ZA,Y,4,0,0,0
ABC,REZA3000ZA,Y,4,0,0,0
ABC,REZA4000ZA,Y,4,0,0,0
ABC,REZA5000ZA,Y,4,0,0,0
ABC,RE000001DE,Y,5,0,0,4
ABC,RE000001PL,Y,5,0,0,0
ABC,RE000002FR,N,5,0,0,0
ABC,RE000003FR,N,5,0,0,0
ABC,RE000004FR,N,5,0,0,0
ABC,RE000999AE,Y,5,0,0,485
ABC,RE001030NL,Y,5,0,0,0
ABC,RE004260FR,N,5,0,0,590
ABC,RE009000SE,N,5,0,0,0
ABC,RE015130FR,Y,5,0,0,29
ABC,RE023010BE,N,5,0,0,0
ABC,RE040010NL,N,5,0,0,0
ABC,RE099AAAAT,N,5,0,0,19
ABC,RE099AAAAU,Y,5,0,0,0
ABC,RE099AAABE,N,5,0,0,82
ABC,RE099AAABG,N,5,0,0,0
ABC,RE099AAACH,Y,5,0,0,2
ABC,RE099AAACZ,N,5,0,0,0
ABC,RE099AAADE,N,5,0,0,177
ABC,RE099AAADK,N,5,0,0,95
ABC,RE099AAAES,Y,5,0,0,502
ABC,RE099AAAFI,N,5,0,0,0
ABC,RE099AAAFR,N,5,0,0,684
ABC,RE099AAAGB,N,5,0,0,13
ABC,RE099AAAGR,N,5,0,0,13
ABC,RE099AAAHU,N,5,0,0,4
ABC,RE099AAAIE,Y,5,0,0,0
ABC,RE099AAAIL,Y,5,0,0,0
ABC,RE099AAAIT,N,5,0,0,653
ABC,RE099AAAJP,Y,5,0,24,0
ABC,RE099AAALU,N,5,0,0,20
ABC,RE099AAAMD,N,5,0,0,0
ABC,RE099AAANL,N,5,0,0,31
ABC,RE099AAANO,N,5,0,0,2
ABC,RE099AAANZ,Y,5,0,0,0
ABC,RE099AAAPL,N,5,0,0,45
ABC,RE099AAAPT,Y,5,0,0,1
ABC,RE099AAAQA,Y,5,0,0,0
ABC,RE099AAAR4,Y,5,0,0,0
ABC,RE099AAARO,N,5,0,0,36
ABC,RE099AAARS,N,5,0,0,40
ABC,RE099AAARU,Y,5,0,0,0
ABC,RE099AAASE,N,5,0,0,0
ABC,RE099AAASI,N,5,0,0,0
ABC,RE099AAASK,N,5,0,0,4
ABC,RE099AAATR,Y,5,0,0,132
ABC,RE099AAAUA,N,5,0,0,6
ABC,RE099AAAUS,Y,5,0,0,0
ABC,RE100AAAGB,N,5,0,0,0
ABC,RE115000DZ,Y,5,0,0,0
ABC,RE123456PL,N,5,0,0,210
ABC,RE138000TR,Y,5,0,0,0
ABC,RE226000CN,N,5,0,0,0
ABC,RE256000CY,N,5,0,0,0
ABC,RE277000AE,Y,5,0,0,0
ABC,RE286000EG,Y,5,0,0,0
ABC,RE328000GH,Y,5,0,0,0
ABC,RE391000IQ,Y,5,0,0,0
ABC,RE628000CN,Y,5,0,0,0
ABC,RE637000KR,Y,5,0,0,60
ABC,RE641000TW,Y,5,0,0,0
ABC,RE647000TH,Y,5,0,0,0
ABC,RE657000ID,Y,5,0,0,0
ABC,RE659000MX,Y,5,0,0,0
ABC,RE664000PH,Y,5,0,0,0
ABC,RE672000IN,Y,5,0,0,0
ABC,RE677000SG,Y,5,0,0,0
ABC,RE684000MY,Y,5,0,0,0
ABC,RE775000SI,N,5,0,0,3
ABC,RE999000TR,Y,5,0,0,0
ABC,RE999000ZA,N,5,0,0,0
ABC,RE999900AE,Y,5,0,0,0
ABC,REAHBMW0DE,N,5,0,0,6
ABC,REAHDAIMDE,Y,5,0,0,2
ABC,REAHOTHEDE,N,5,0,0,800
ABC,REAHTYSYDE,Y,5,0,0,0
ABC,REAHVW00DE,Y,5,0,0,48
ABC,REATU000DE,N,5,0,0,2300
ABC,REATYSE0FR,N,5,0,0,2029
ABC,REAXLE00GB,Y,5,0,0,250
ABC,REBDC000AE,Y,5,0,0,0
ABC,REBOND00GB,Y,5,0,0,8
ABC,RECD0000NO,Y,5,0,0,0
ABC,REDELTICDE,Y,5,0,0,113
ABC,REDELTICFR,Y,5,0,0,83
ABC,REDIRECTZA,N,5,0,0,0
ABC,REDISTRIFR,N,5,0,0,367
ABC,REECOMFR1C,Y,5,0,0,0
ABC,REENIS00PL,Y,5,0,0,1
ABC,REEQUITYDE,N,5,0,0,713
ABC,REETEL00GB,Y,5,0,0,83
ABC,REEXPORTRU,Y,5,0,0,0
ABC,REFINTYRIT,N,5,0,0,191
ABC,REFSD000DE,N,5,0,0,0
ABC,REGB2000GB,Y,5,0,0,85
ABC,REGDHSOTDE,N,5,0,0,595
ABC,REGROUPPGB,N,5,0,0,31
ABC,REGRUPO0ES,N,5,0,0,0
ABC,REKEYAC0GB,N,5,0,0,0
ABC,REKRANJIIT,N,5,0,0,60
ABC,REMODISTCZ,N,5,0,0,0
ABC,REMORET0CZ,N,5,0,0,0
ABC,RENORAUTES,Y,5,0,0,56
ABC,REPUBLICGR,N,5,0,0,0
ABC,RESELLTHCZ,N,5,0,0,70
ABC,RESELLTHHU,N,5,0,0,0
ABC,RESELLTHSK,N,5,0,0,5
ABC,RESSA000ZA,N,5,0,0,0
ABC,RESSA001ZA,N,5,0,0,0
ABC,RESSA002ZA,N,5,0,0,0
ABC,RESSA003ZA,N,5,0,0,0
ABC,RESSA004ZA,N,5,0,0,0
ABC,RESSA005ZA,N,5,0,0,0
ABC,RESSA006ZA,N,5,0,0,0
ABC,RESSA007ZA,N,5,0,0,0
ABC,RESSA008ZA,N,5,0,0,0
ABC,RESSA009ZA,N,5,0,0,0
ABC,REWHOLESDE,N,5,0,0,237
ABC,REWHOLESFR,N,5,0,0,0
ABC,REWHTYSYDE,Y,5,0,0,100
ABC,REZ29000ZA,N,5,0,0,0
ABC,REZ38000B1,N,5,0,0,0
ABC,REZ40000B1,N,5,0,0,0
ABC,REZ42000B1,N,5,0,0,0
ABC,REZ50000NL,N,5,0,0,440
ABC,REZ61000CA,Y,5,0,0,0
ABC,REZ67000GB,Y,5,0,0,4
ABC,REZA1000ZA,Y,5,0,0,0
ABC,REZA2000ZA,Y,5,0,0,0
ABC,REZA3000ZA,Y,5,0,0,0
ABC,REZA4000ZA,Y,5,0,0,0
ABC,REZA5000ZA,Y,5,0,0,0
ABC,RE000001DE,Y,6,0,0,0
ABC,RE000001PL,Y,6,0,0,0
ABC,RE000002FR,N,6,0,0,0
ABC,RE000003FR,N,6,0,0,0
ABC,RE000004FR,N,6,0,0,0
ABC,RE000999AE,Y,6,0,0,0
ABC,RE001030NL,Y,6,0,0,0
ABC,RE004260FR,N,6,0,0,0
ABC,RE009000SE,N,6,0,0,0
ABC,RE015130FR,Y,6,0,0,31
ABC,RE023010BE,N,6,0,0,0
ABC,RE040010NL,N,6,0,0,0
ABC,RE099AAAAT,N,6,0,0,4
ABC,RE099AAAAU,Y,6,0,0,0
ABC,RE099AAABE,N,6,0,0,9
ABC,RE099AAABG,N,6,0,0,0
ABC,RE099AAACH,Y,6,0,0,4
ABC,RE099AAACZ,N,6,0,0,0
ABC,RE099AAADE,N,6,0,0,30
ABC,RE099AAADK,N,6,0,0,17
ABC,RE099AAAES,Y,6,0,0,125
ABC,RE099AAAFI,N,6,0,0,0
ABC,RE099AAAFR,N,6,0,0,122
ABC,RE099AAAGB,N,6,0,0,2
ABC,RE099AAAGR,N,6,0,0,6
ABC,RE099AAAHU,N,6,0,0,0
ABC,RE099AAAIE,Y,6,0,0,0
ABC,RE099AAAIL,Y,6,0,0,0
ABC,RE099AAAIT,N,6,0,0,15
ABC,RE099AAAJP,Y,6,0,46,0
ABC,RE099AAALU,N,6,0,0,0
ABC,RE099AAAMD,N,6,0,0,0
ABC,RE099AAANL,N,6,0,0,2
ABC,RE099AAANO,N,6,0,0,0
ABC,RE099AAANZ,Y,6,0,0,0
ABC,RE099AAAPL,N,6,0,0,0
ABC,RE099AAAPT,Y,6,0,0,4
ABC,RE099AAAQA,Y,6,0,0,0
ABC,RE099AAAR4,Y,6,0,0,0
ABC,RE099AAARO,N,6,0,0,0
ABC,RE099AAARS,N,6,0,0,0
ABC,RE099AAARU,Y,6,0,0,0
ABC,RE099AAASE,N,6,0,0,0
ABC,RE099AAASI,N,6,0,0,0
ABC,RE099AAASK,N,6,0,0,0
ABC,RE099AAATR,Y,6,0,0,0
ABC,RE099AAAUA,N,6,0,0,0
ABC,RE099AAAUS,Y,6,0,0,0
ABC,RE100AAAGB,N,6,0,0,0
ABC,RE115000DZ,Y,6,0,0,0
ABC,RE123456PL,N,6,0,0,0
ABC,RE138000TR,Y,6,0,0,0
ABC,RE226000CN,N,6,0,0,0
ABC,RE256000CY,N,6,0,0,0
ABC,RE277000AE,Y,6,0,0,0
ABC,RE286000EG,Y,6,0,0,0
ABC,RE328000GH,Y,6,0,0,0
ABC,RE391000IQ,Y,6,0,0,0
ABC,RE628000CN,Y,6,0,0,0
ABC,RE637000KR,Y,6,0,0,0
ABC,RE641000TW,Y,6,0,0,0
ABC,RE647000TH,Y,6,0,0,0
ABC,RE657000ID,Y,6,0,0,0
ABC,RE659000MX,Y,6,0,0,0
ABC,RE664000PH,Y,6,0,0,0
ABC,RE672000IN,Y,6,0,0,0
ABC,RE677000SG,Y,6,0,0,0
ABC,RE684000MY,Y,6,0,0,0
ABC,RE775000SI,N,6,0,0,6
ABC,RE999000TR,Y,6,0,0,0
ABC,RE999000ZA,N,6,0,0,0
ABC,RE999900AE,Y,6,0,0,0
ABC,REAHBMW0DE,N,6,0,0,0
ABC,REAHDAIMDE,Y,6,0,0,0
ABC,REAHOTHEDE,N,6,0,0,0
ABC,REAHTYSYDE,Y,6,0,0,0
ABC,REAHVW00DE,Y,6,0,0,0
ABC,REATU000DE,N,6,0,0,0
ABC,REATYSE0FR,N,6,0,0,10
ABC,REAXLE00GB,Y,6,0,0,68
ABC,REBDC000AE,Y,6,0,0,0
ABC,REBOND00GB,Y,6,0,0,2
ABC,RECD0000NO,Y,6,0,0,0
ABC,REDELTICDE,Y,6,0,0,26
ABC,REDELTICFR,Y,6,0,0,23
ABC,REDIRECTZA,N,6,0,0,0
ABC,REDISTRIFR,N,6,0,0,0
ABC,REECOMFR1C,Y,6,0,0,0
ABC,REENIS00PL,Y,6,0,0,0
ABC,REEQUITYDE,N,6,0,0,0
ABC,REETEL00GB,Y,6,0,0,4
ABC,REEXPORTRU,Y,6,0,0,0
ABC,REFINTYRIT,N,6,0,0,6
ABC,REFSD000DE,N,6,0,0,0
ABC,REGB2000GB,Y,6,0,0,103
ABC,REGDHSOTDE,N,6,0,0,107
ABC,REGROUPPGB,N,6,0,0,0
ABC,REGRUPO0ES,N,6,0,0,0
ABC,REKEYAC0GB,N,6,0,0,0
ABC,REKRANJIIT,N,6,0,0,39
ABC,REMODISTCZ,N,6,0,0,0
ABC,REMORET0CZ,N,6,0,0,0
ABC,RENORAUTES,Y,6,0,0,0
ABC,REPUBLICGR,N,6,0,0,0
ABC,RESELLTHCZ,N,6,0,0,0
ABC,RESELLTHHU,N,6,0,0,0
ABC,RESELLTHSK,N,6,0,0,0
ABC,RESSA000ZA,N,6,0,0,0
ABC,RESSA001ZA,N,6,0,0,0
ABC,RESSA002ZA,N,6,0,0,0
ABC,RESSA003ZA,N,6,0,0,0
ABC,RESSA004ZA,N,6,0,0,0
ABC,RESSA005ZA,N,6,0,0,0
ABC,RESSA006ZA,N,6,0,0,0
ABC,RESSA007ZA,N,6,0,0,0
ABC,RESSA008ZA,N,6,0,0,0
ABC,RESSA009ZA,N,6,0,0,0
ABC,REWHOLESDE,N,6,0,0,12
ABC,REWHOLESFR,N,6,0,0,0
ABC,REWHTYSYDE,Y,6,0,0,0
ABC,REZ29000ZA,N,6,0,0,0
ABC,REZ38000B1,N,6,0,0,0
ABC,REZ40000B1,N,6,0,0,0
ABC,REZ42000B1,N,6,0,0,0
ABC,REZ50000NL,N,6,0,0,420
ABC,REZ61000CA,Y,6,0,0,0
ABC,REZ67000GB,Y,6,0,0,0
ABC,REZA1000ZA,Y,6,0,0,0
ABC,REZA2000ZA,Y,6,0,0,0
ABC,REZA3000ZA,Y,6,0,0,0
ABC,REZA4000ZA,Y,6,0,0,0
ABC,REZA5000ZA,Y,6,0,0,0
ABC,RE000001DE,Y,7,0,0,0
ABC,RE000001PL,Y,7,0,0,0
ABC,RE000002FR,N,7,0,0,0
ABC,RE000003FR,N,7,0,0,0
ABC,RE000004FR,N,7,0,0,0
ABC,RE000999AE,Y,7,0,0,0
ABC,RE001030NL,Y,7,0,0,0
ABC,RE004260FR,N,7,0,0,0
ABC,RE009000SE,N,7,0,0,0
ABC,RE015130FR,Y,7,0,0,0
ABC,RE023010BE,N,7,0,0,0
ABC,RE040010NL,N,7,0,0,0
ABC,RE099AAAAT,N,7,0,0,0
ABC,RE099AAAAU,Y,7,0,0,0
ABC,RE099AAABE,N,7,0,0,0
ABC,RE099AAABG,N,7,0,0,0
ABC,RE099AAACH,Y,7,0,0,0
ABC,RE099AAACZ,N,7,0,0,0
ABC,RE099AAADE,N,7,0,0,0
ABC,RE099AAADK,N,7,0,0,0
ABC,RE099AAAES,Y,7,0,0,0
ABC,RE099AAAFI,N,7,0,0,0
ABC,RE099AAAFR,N,7,0,0,0
ABC,RE099AAAGB,N,7,0,0,0
ABC,RE099AAAGR,N,7,0,0,0
ABC,RE099AAAHU,N,7,0,0,0
ABC,RE099AAAIE,Y,7,0,0,0
ABC,RE099AAAIL,Y,7,0,0,0
ABC,RE099AAAIT,N,7,0,0,0
ABC,RE099AAAJP,Y,7,0,73,0
ABC,RE099AAALU,N,7,0,0,0
ABC,RE099AAAMD,N,7,0,0,0
ABC,RE099AAANL,N,7,0,0,0
ABC,RE099AAANO,N,7,0,0,0
ABC,RE099AAANZ,Y,7,0,0,0
ABC,RE099AAAPL,N,7,0,0,0
ABC,RE099AAAPT,Y,7,0,0,0
ABC,RE099AAAQA,Y,7,0,0,0
ABC,RE099AAAR4,Y,7,0,0,0
ABC,RE099AAARO,N,7,0,0,0
ABC,RE099AAARS,N,7,0,0,0
ABC,RE099AAARU,Y,7,0,0,0
ABC,RE099AAASE,N,7,0,0,0
ABC,RE099AAASI,N,7,0,0,0
ABC,RE099AAASK,N,7,0,0,0
ABC,RE099AAATR,Y,7,0,0,0
ABC,RE099AAAUA,N,7,0,0,0
ABC,RE099AAAUS,Y,7,0,0,0
ABC,RE100AAAGB,N,7,0,0,0
ABC,RE115000DZ,Y,7,0,0,0
ABC,RE123456PL,N,7,0,0,0
ABC,RE138000TR,Y,7,0,0,0
ABC,RE226000CN,N,7,0,0,0
ABC,RE256000CY,N,7,0,0,0
ABC,RE277000AE,Y,7,0,0,0
ABC,RE286000EG,Y,7,0,0,0
ABC,RE328000GH,Y,7,0,0,0
ABC,RE391000IQ,Y,7,0,0,0
ABC,RE628000CN,Y,7,0,0,0
ABC,RE637000KR,Y,7,0,0,0
ABC,RE641000TW,Y,7,0,0,0
ABC,RE647000TH,Y,7,0,0,0
ABC,RE657000ID,Y,7,0,0,0
ABC,RE659000MX,Y,7,0,0,0
ABC,RE664000PH,Y,7,0,0,0
ABC,RE672000IN,Y,7,0,0,0
ABC,RE677000SG,Y,7,0,0,0
ABC,RE684000MY,Y,7,0,0,0
ABC,RE775000SI,N,7,0,0,0
ABC,RE999000TR,Y,7,0,0,0
ABC,RE999000ZA,N,7,0,0,0
ABC,RE999900AE,Y,7,0,0,0
ABC,REAHBMW0DE,N,7,0,0,0
ABC,REAHDAIMDE,Y,7,0,0,0
ABC,REAHOTHEDE,N,7,0,0,0
ABC,REAHTYSYDE,Y,7,0,0,0
ABC,REAHVW00DE,Y,7,0,0,0
ABC,REATU000DE,N,7,0,0,0
ABC,REATYSE0FR,N,7,0,0,0
ABC,REAXLE00GB,Y,7,0,0,0
ABC,REBDC000AE,Y,7,0,0,0
ABC,REBOND00GB,Y,7,0,0,0
ABC,RECD0000NO,Y,7,0,0,0
ABC,REDELTICDE,Y,7,0,0,0
ABC,REDELTICFR,Y,7,0,0,0
ABC,REDIRECTZA,N,7,0,0,0
ABC,REDISTRIFR,N,7,0,0,0
ABC,REECOMFR1C,Y,7,0,0,0
ABC,REENIS00PL,Y,7,0,0,0
ABC,REEQUITYDE,N,7,0,0,0
ABC,REETEL00GB,Y,7,0,0,0
ABC,REEXPORTRU,Y,7,0,0,0
ABC,REFINTYRIT,N,7,0,0,0
ABC,REFSD000DE,N,7,0,0,0
ABC,REGB2000GB,Y,7,0,0,0
ABC,REGDHSOTDE,N,7,0,0,0
ABC,REGROUPPGB,N,7,0,0,0
ABC,REGRUPO0ES,N,7,0,0,0
ABC,REKEYAC0GB,N,7,0,0,0
ABC,REKRANJIIT,N,7,0,0,0
ABC,REMODISTCZ,N,7,0,0,0
ABC,REMORET0CZ,N,7,0,0,0
ABC,RENORAUTES,Y,7,0,0,0
ABC,REPUBLICGR,N,7,0,0,0
ABC,RESELLTHCZ,N,7,0,0,0
ABC,RESELLTHHU,N,7,0,0,0
ABC,RESELLTHSK,N,7,0,0,0
ABC,RESSA000ZA,N,7,0,0,0
ABC,RESSA001ZA,N,7,0,0,0
ABC,RESSA002ZA,N,7,0,0,0
ABC,RESSA003ZA,N,7,0,0,0
ABC,RESSA004ZA,N,7,0,0,0
ABC,RESSA005ZA,N,7,0,0,0
ABC,RESSA006ZA,N,7,0,0,0
ABC,RESSA007ZA,N,7,0,0,0
ABC,RESSA008ZA,N,7,0,0,0
ABC,RESSA009ZA,N,7,0,0,0
ABC,REWHOLESDE,N,7,0,0,0
ABC,REWHOLESFR,N,7,0,0,0
ABC,REWHTYSYDE,Y,7,0,0,0
ABC,REZ29000ZA,N,7,0,0,0
ABC,REZ38000B1,N,7,0,0,0
ABC,REZ40000B1,N,7,0,0,0
ABC,REZ42000B1,N,7,0,0,0
ABC,REZ50000NL,N,7,0,0,0
ABC,REZ61000CA,Y,7,0,0,0
ABC,REZ67000GB,Y,7,0,0,0
ABC,REZA1000ZA,Y,7,0,0,0
ABC,REZA2000ZA,Y,7,0,0,0
ABC,REZA3000ZA,Y,7,0,0,0
ABC,REZA4000ZA,Y,7,0,0,0
ABC,REZA5000ZA,Y,7,0,0,0
ABC,RE000001DE,Y,8,0,0,0
ABC,RE000001PL,Y,8,0,0,0
ABC,RE000002FR,N,8,0,0,0
ABC,RE000003FR,N,8,0,0,0
ABC,RE000004FR,N,8,0,0,0
ABC,RE000999AE,Y,8,0,0,0
ABC,RE001030NL,Y,8,0,0,0
ABC,RE004260FR,N,8,0,0,0
ABC,RE009000SE,N,8,0,0,0
ABC,RE015130FR,Y,8,0,0,0
ABC,RE023010BE,N,8,0,0,0
ABC,RE040010NL,N,8,0,0,0
ABC,RE099AAAAT,N,8,0,0,0
ABC,RE099AAAAU,Y,8,0,0,0
ABC,RE099AAABE,N,8,0,0,0
ABC,RE099AAABG,N,8,0,0,0
ABC,RE099AAACH,Y,8,0,0,0
ABC,RE099AAACZ,N,8,0,0,0
ABC,RE099AAADE,N,8,0,0,0
ABC,RE099AAADK,N,8,0,0,0
ABC,RE099AAAES,Y,8,0,0,0
ABC,RE099AAAFI,N,8,0,0,0
ABC,RE099AAAFR,N,8,0,0,0
ABC,RE099AAAGB,N,8,0,0,0
ABC,RE099AAAGR,N,8,0,0,0
ABC,RE099AAAHU,N,8,0,0,0
ABC,RE099AAAIE,Y,8,0,0,0
ABC,RE099AAAIL,Y,8,0,0,0
ABC,RE099AAAIT,N,8,0,0,0
ABC,RE099AAAJP,Y,8,0,0,0
ABC,RE099AAALU,N,8,0,0,0
ABC,RE099AAAMD,N,8,0,0,0
ABC,RE099AAANL,N,8,0,0,0
ABC,RE099AAANO,N,8,0,0,0
ABC,RE099AAANZ,Y,8,0,0,0
ABC,RE099AAAPL,N,8,0,0,0
ABC,RE099AAAPT,Y,8,0,0,0
ABC,RE099AAAQA,Y,8,0,0,0
ABC,RE099AAAR4,Y,8,0,0,0
ABC,RE099AAARO,N,8,0,0,0
ABC,RE099AAARS,N,8,0,0,0
ABC,RE099AAARU,Y,8,0,0,0
ABC,RE099AAASE,N,8,0,0,0
ABC,RE099AAASI,N,8,0,0,0
ABC,RE099AAASK,N,8,0,0,0
ABC,RE099AAATR,Y,8,0,0,0
ABC,RE099AAAUA,N,8,0,0,0
ABC,RE099AAAUS,Y,8,0,0,0
ABC,RE100AAAGB,N,8,0,0,0
ABC,RE115000DZ,Y,8,0,0,0
ABC,RE123456PL,N,8,0,0,0
ABC,RE138000TR,Y,8,0,0,0
ABC,RE226000CN,N,8,0,0,0
ABC,RE256000CY,N,8,0,0,0
ABC,RE277000AE,Y,8,0,0,0
ABC,RE286000EG,Y,8,0,0,0
ABC,RE328000GH,Y,8,0,0,0
ABC,RE391000IQ,Y,8,0,0,0
ABC,RE628000CN,Y,8,0,0,0
ABC,RE637000KR,Y,8,0,0,0
ABC,RE641000TW,Y,8,0,0,0
ABC,RE647000TH,Y,8,0,0,0
ABC,RE657000ID,Y,8,0,0,0
ABC,RE659000MX,Y,8,0,0,0
ABC,RE664000PH,Y,8,0,0,0
ABC,RE672000IN,Y,8,0,0,0
ABC,RE677000SG,Y,8,0,0,0
ABC,RE684000MY,Y,8,0,0,0
ABC,RE775000SI,N,8,0,0,0
ABC,RE999000TR,Y,8,0,0,0
ABC,RE999000ZA,N,8,0,0,0
ABC,RE999900AE,Y,8,0,0,0
ABC,REAHBMW0DE,N,8,0,0,0
ABC,REAHDAIMDE,Y,8,0,0,0
ABC,REAHOTHEDE,N,8,0,0,0
ABC,REAHTYSYDE,Y,8,0,0,0
ABC,REAHVW00DE,Y,8,0,0,0
ABC,REATU000DE,N,8,0,0,0
ABC,REATYSE0FR,N,8,0,0,0
ABC,REAXLE00GB,Y,8,0,0,0
ABC,REBDC000AE,Y,8,0,0,0
ABC,REBOND00GB,Y,8,0,0,0
ABC,RECD0000NO,Y,8,0,0,0
ABC,REDELTICDE,Y,8,0,0,0
ABC,REDELTICFR,Y,8,0,0,0
ABC,REDIRECTZA,N,8,0,0,0
ABC,REDISTRIFR,N,8,0,0,0
ABC,REECOMFR1C,Y,8,0,0,0
ABC,REENIS00PL,Y,8,0,0,0
ABC,REEQUITYDE,N,8,0,0,0
ABC,REETEL00GB,Y,8,0,0,0
ABC,REEXPORTRU,Y,8,0,0,0
ABC,REFINTYRIT,N,8,0,0,0
ABC,REFSD000DE,N,8,0,0,0
ABC,REGB2000GB,Y,8,0,0,0
ABC,REGDHSOTDE,N,8,0,0,0
ABC,REGROUPPGB,N,8,0,0,0
ABC,REGRUPO0ES,N,8,0,0,0
ABC,REKEYAC0GB,N,8,0,0,0
ABC,REKRANJIIT,N,8,0,0,0
ABC,REMODISTCZ,N,8,0,0,0
ABC,REMORET0CZ,N,8,0,0,0
ABC,RENORAUTES,Y,8,0,0,0
ABC,REPUBLICGR,N,8,0,0,0
ABC,RESELLTHCZ,N,8,0,0,0
ABC,RESELLTHHU,N,8,0,0,0
ABC,RESELLTHSK,N,8,0,0,0
ABC,RESSA000ZA,N,8,0,0,0
ABC,RESSA001ZA,N,8,0,0,0
ABC,RESSA002ZA,N,8,0,0,0
ABC,RESSA003ZA,N,8,0,0,0
ABC,RESSA004ZA,N,8,0,0,0
ABC,RESSA005ZA,N,8,0,0,0
ABC,RESSA006ZA,N,8,0,0,0
ABC,RESSA007ZA,N,8,0,0,0
ABC,RESSA008ZA,N,8,0,0,0
ABC,RESSA009ZA,N,8,0,0,0
ABC,REWHOLESDE,N,8,0,0,0
ABC,REWHOLESFR,N,8,0,0,0
ABC,REWHTYSYDE,Y,8,0,0,0
ABC,REZ29000ZA,N,8,0,0,0
ABC,REZ38000B1,N,8,0,0,0
ABC,REZ40000B1,N,8,0,0,0
ABC,REZ42000B1,N,8,0,0,0
ABC,REZ50000NL,N,8,0,0,0
ABC,REZ61000CA,Y,8,0,0,0
ABC,REZ67000GB,Y,8,0,0,0
