SapCode ,SPU Id ,ML Exclusion,Month,ML Forecast,Global Lag 0 PBU Consensus FC,Shipped Units
ABC,REZA1000ZA,Y,8,0,0,0
ABC,REZA2000ZA,Y,8,0,0,0
ABC,REZA3000ZA,Y,8,0,0,0
ABC,REZA4000ZA,Y,8,0,0,0
ABC,REZA5000ZA,Y,8,0,0,0
ABC,RE000001DE,Y,9,0,0,0
ABC,RE000001PL,Y,9,0,0,0
ABC,RE000002FR,N,9,0,0,0
ABC,RE000003FR,N,9,0,0,0
ABC,RE000004FR,N,9,0,0,0
ABC,RE000999AE,Y,9,0,0,0
ABC,RE001030NL,Y,9,0,0,0
ABC,RE004260FR,N,9,0,0,0
ABC,RE009000SE,N,9,0,0,0
ABC,RE015130FR,Y,9,0,0,0
ABC,RE023010BE,N,9,0,0,0
ABC,RE040010NL,N,9,0,0,0
ABC,RE099AAAAT,N,9,0,0,0
ABC,RE099AAAAU,Y,9,0,0,0
ABC,RE099AAABE,N,9,0,0,0
ABC,RE099AAABG,N,9,0,0,0
ABC,RE099AAACH,Y,9,0,0,0
ABC,RE099AAACZ,N,9,0,0,0
ABC,RE099AAADE,N,9,0,0,0
ABC,RE099AAADK,N,9,0,0,0
ABC,RE099AAAES,Y,9,0,0,0
ABC,RE099AAAFI,N,9,0,0,0
ABC,RE099AAAFR,N,9,0,0,0
ABC,RE099AAAGB,N,9,0,0,0
ABC,RE099AAAGR,N,9,0,0,0
ABC,RE099AAAHU,N,9,0,0,0
ABC,RE099AAAIE,Y,9,0,0,0
ABC,RE099AAAIL,Y,9,0,0,0
ABC,RE099AAAIT,N,9,0,0,0
ABC,RE099AAAJP,Y,9,0,0,0
ABC,RE099AAALU,N,9,0,0,0
ABC,RE099AAAMD,N,9,0,0,0
ABC,RE099AAANL,N,9,0,0,0
ABC,RE099AAANO,N,9,0,0,0
ABC,RE099AAANZ,Y,9,0,0,0
ABC,RE099AAAPL,N,9,0,0,0
ABC,RE099AAAPT,Y,9,0,0,0
ABC,RE099AAAQA,Y,9,0,0,0
ABC,RE099AAAR4,Y,9,0,0,0
ABC,RE099AAARO,N,9,0,0,0
ABC,RE099AAARS,N,9,0,0,0
ABC,RE099AAARU,Y,9,0,0,0
ABC,RE099AAASE,N,9,0,0,0
ABC,RE099AAASI,N,9,0,0,0
ABC,RE099AAASK,N,9,0,0,0
ABC,RE099AAATR,Y,9,0,0,0
ABC,RE099AAAUA,N,9,0,0,0
ABC,RE099AAAUS,Y,9,0,0,0
ABC,RE100AAAGB,N,9,0,0,0
ABC,RE115000DZ,Y,9,0,0,0
ABC,RE123456PL,N,9,0,0,0
ABC,RE138000TR,Y,9,0,0,0
ABC,RE226000CN,N,9,0,0,0
ABC,RE256000CY,N,9,0,0,0
ABC,RE277000AE,Y,9,0,0,0
ABC,RE286000EG,Y,9,0,0,0
ABC,RE328000GH,Y,9,0,0,0
ABC,RE391000IQ,Y,9,0,0,0
ABC,RE628000CN,Y,9,0,0,0
ABC,RE637000KR,Y,9,0,0,0
ABC,RE641000TW,Y,9,0,0,0
ABC,RE647000TH,Y,9,0,0,0
ABC,RE657000ID,Y,9,0,0,0
ABC,RE659000MX,Y,9,0,0,0
ABC,RE664000PH,Y,9,0,0,0
ABC,RE672000IN,Y,9,0,0,0
ABC,RE677000SG,Y,9,0,0,0
ABC,RE684000MY,Y,9,0,0,0
ABC,RE775000SI,N,9,0,0,0
ABC,RE999000TR,Y,9,0,0,0
ABC,RE999000ZA,N,9,0,0,0
ABC,RE999900AE,Y,9,0,0,0
ABC,REAHBMW0DE,N,9,0,0,0
ABC,REAHDAIMDE,Y,9,0,0,0
ABC,REAHOTHEDE,N,9,0,0,0
ABC,REAHTYSYDE,Y,9,0,0,0
ABC,REAHVW00DE,Y,9,0,0,0
ABC,REATU000DE,N,9,0,0,0
ABC,REATYSE0FR,N,9,0,0,0
ABC,REAXLE00GB,Y,9,0,0,0
ABC,REBDC000AE,Y,9,0,0,0
ABC,REBOND00GB,Y,9,0,0,0
ABC,RECD0000NO,Y,9,0,0,0
ABC,REDELTICDE,Y,9,0,0,0
ABC,REDELTICFR,Y,9,0,0,0
ABC,REDIRECTZA,N,9,0,0,0
ABC,REDISTRIFR,N,9,0,0,0
ABC,REECOMFR1C,Y,9,0,0,0
ABC,REENIS00PL,Y,9,0,0,0
ABC,REEQUITYDE,N,9,0,0,0
ABC,REETEL00GB,Y,9,0,0,0
ABC,REEXPORTRU,Y,9,0,0,0
ABC,REFINTYRIT,N,9,0,0,0
ABC,REFSD000DE,N,9,0,0,0
ABC,REGB2000GB,Y,9,0,0,0
ABC,REGDHSOTDE,N,9,0,0,0
ABC,REGROUPPGB,N,9,0,0,0
ABC,REGRUPO0ES,N,9,0,0,0
ABC,REKEYAC0GB,N,9,0,0,0
ABC,REKRANJIIT,N,9,0,0,0
ABC,REMODISTCZ,N,9,0,0,0
ABC,REMORET0CZ,N,9,0,0,0
ABC,RENORAUTES,Y,9,0,0,0
ABC,REPUBLICGR,N,9,0,0,0
ABC,RESELLTHCZ,N,9,0,0,0
ABC,RESELLTHHU,N,9,0,0,0
ABC,RESELLTHSK,N,9,0,0,0
ABC,RESSA000ZA,N,9,0,0,0
ABC,RESSA001ZA,N,9,0,0,0
ABC,RESSA002ZA,N,9,0,0,0
ABC,RESSA003ZA,N,9,0,0,0
ABC,RESSA004ZA,N,9,0,0,0
ABC,RESSA005ZA,N,9,0,0,0
ABC,RESSA006ZA,N,9,0,0,0
ABC,RESSA007ZA,N,9,0,0,0
ABC,RESSA008ZA,N,9,0,0,0
ABC,RESSA009ZA,N,9,0,0,0
ABC,REWHOLESDE,N,9,0,0,0
ABC,REWHOLESFR,N,9,0,0,0
ABC,REWHTYSYDE,Y,9,0,0,0
ABC,REZ29000ZA,N,9,0,0,0
ABC,REZ38000B1,N,9,0,0,0
ABC,REZ40000B1,N,9,0,0,0
ABC,REZ42000B1,N,9,0,0,0
ABC,REZ50000NL,N,9,0,0,0
ABC,REZ61000CA,Y,9,0,0,0
ABC,REZ67000GB,Y,9,0,0,0
ABC,REZA1000ZA,Y,9,0,0,0
ABC,REZA2000ZA,Y,9,0,0,0
ABC,REZA3000ZA,Y,9,0,0,0
ABC,REZA4000ZA,Y,9,0,0,0
ABC,REZA5000ZA,Y,9,0,0,0
ABC,RE000001DE,Y,10,0,0,0
ABC,RE000001PL,Y,10,0,0,0
ABC,RE000002FR,N,10,0,0,0
ABC,RE000003FR,N,10,0,0,0
ABC,RE000004FR,N,10,0,0,0
ABC,RE000999AE,Y,10,0,0,0
ABC,RE001030NL,Y,10,0,0,0
ABC,RE004260FR,N,10,0,0,0
ABC,RE009000SE,N,10,0,0,0
ABC,RE015130FR,Y,10,0,0,0
ABC,RE023010BE,N,10,0,0,0
ABC,RE040010NL,N,10,0,0,0
ABC,RE099AAAAT,N,10,0,0,0
ABC,RE099AAAAU,Y,10,0,0,0
ABC,RE099AAABE,N,10,0,0,0
ABC,RE099AAABG,N,10,0,0,0
ABC,RE099AAACH,Y,10,0,0,0
ABC,RE099AAACZ,N,10,0,0,0
ABC,RE099AAADE,N,10,0,0,0
ABC,RE099AAADK,N,10,0,0,0
ABC,RE099AAAES,Y,10,0,0,0
ABC,RE099AAAFI,N,10,0,0,0
ABC,RE099AAAFR,N,10,0,0,0
ABC,RE099AAAGB,N,10,0,0,0
ABC,RE099AAAGR,N,10,0,0,0
ABC,RE099AAAHU,N,10,0,0,0
ABC,RE099AAAIE,Y,10,0,0,0
ABC,RE099AAAIL,Y,10,0,0,0
ABC,RE099AAAIT,N,10,0,0,0
ABC,RE099AAAJP,Y,10,0,0,0
ABC,RE099AAALU,N,10,0,0,0
ABC,RE099AAAMD,N,10,0,0,0
ABC,RE099AAANL,N,10,0,0,0
ABC,RE099AAANO,N,10,0,0,0
ABC,RE099AAANZ,Y,10,0,0,0
ABC,RE099AAAPL,N,10,0,0,0
ABC,RE099AAAPT,Y,10,0,0,0
ABC,RE099AAAQA,Y,10,0,0,0
ABC,RE099AAAR4,Y,10,0,0,0
ABC,RE099AAARO,N,10,0,0,0
ABC,RE099AAARS,N,10,0,0,0
ABC,RE099AAARU,Y,10,0,0,0
ABC,RE099AAASE,N,10,0,0,0
ABC,RE099AAASI,N,10,0,0,0
ABC,RE099AAASK,N,10,0,0,0
ABC,RE099AAATR,Y,10,0,0,0
ABC,RE099AAAUA,N,10,0,0,0
ABC,RE099AAAUS,Y,10,0,0,0
ABC,RE100AAAGB,N,10,0,0,0
ABC,RE115000DZ,Y,10,0,0,0
ABC,RE123456PL,N,10,0,0,0
ABC,RE138000TR,Y,10,0,0,0
ABC,RE226000CN,N,10,0,0,0
ABC,RE256000CY,N,10,0,0,0
ABC,RE277000AE,Y,10,0,0,0
ABC,RE286000EG,Y,10,0,0,0
ABC,RE328000GH,Y,10,0,0,0
ABC,RE391000IQ,Y,10,0,0,0
ABC,RE628000CN,Y,10,0,0,0
ABC,RE637000KR,Y,10,0,0,0
ABC,RE641000TW,Y,10,0,0,0
ABC,RE647000TH,Y,10,0,0,0
ABC,RE657000ID,Y,10,0,0,0
ABC,RE659000MX,Y,10,0,0,0
ABC,RE664000PH,Y,10,0,0,0
ABC,RE672000IN,Y,10,0,0,0
ABC,RE677000SG,Y,10,0,0,0
ABC,RE684000MY,Y,10,0,0,0
ABC,RE775000SI,N,10,0,0,0
ABC,RE999000TR,Y,10,0,0,0
ABC,RE999000ZA,N,10,0,0,0
ABC,RE999900AE,Y,10,0,0,0
ABC,REAHBMW0DE,N,10,0,0,0
ABC,REAHDAIMDE,Y,10,0,0,0
ABC,REAHOTHEDE,N,10,0,0,0
ABC,REAHTYSYDE,Y,10,0,0,0
ABC,REAHVW00DE,Y,10,0,0,0
ABC,REATU000DE,N,10,0,0,0
ABC,REATYSE0FR,N,10,0,0,0
ABC,REAXLE00GB,Y,10,0,0,0
ABC,REBDC000AE,Y,10,0,0,0
ABC,REBOND00GB,Y,10,0,0,0
ABC,RECD0000NO,Y,10,0,0,0
ABC,REDELTICDE,Y,10,0,0,0
ABC,REDELTICFR,Y,10,0,0,0
ABC,REDIRECTZA,N,10,0,0,0
ABC,REDISTRIFR,N,10,0,0,0
ABC,REECOMFR1C,Y,10,0,0,0
ABC,REENIS00PL,Y,10,0,0,0
ABC,REEQUITYDE,N,10,0,0,0
ABC,REETEL00GB,Y,10,0,0,0
ABC,REEXPORTRU,Y,10,0,0,0
ABC,REFINTYRIT,N,10,0,0,0
ABC,REFSD000DE,N,10,0,0,0
ABC,REGB2000GB,Y,10,0,0,0
ABC,REGDHSOTDE,N,10,0,0,0
ABC,REGROUPPGB,N,10,0,0,0
ABC,REGRUPO0ES,N,10,0,0,0
ABC,REKEYAC0GB,N,10,0,0,0
ABC,REKRANJIIT,N,10,0,0,0
ABC,REMODISTCZ,N,10,0,0,0
ABC,REMORET0CZ,N,10,0,0,0
ABC,RENORAUTES,Y,10,0,0,0
ABC,REPUBLICGR,N,10,0,0,0
ABC,RESELLTHCZ,N,10,0,0,0
ABC,RESELLTHHU,N,10,0,0,0
ABC,RESELLTHSK,N,10,0,0,0
ABC,RESSA000ZA,N,10,0,0,0
ABC,RESSA001ZA,N,10,0,0,0
ABC,RESSA002ZA,N,10,0,0,0
ABC,RESSA003ZA,N,10,0,0,0
ABC,RESSA004ZA,N,10,0,0,0
ABC,RESSA005ZA,N,10,0,0,0
ABC,RESSA006ZA,N,10,0,0,0
ABC,RESSA007ZA,N,10,0,0,0
ABC,RESSA008ZA,N,10,0,0,0
ABC,RESSA009ZA,N,10,0,0,0
ABC,REWHOLESDE,N,10,0,0,0
ABC,REWHOLESFR,N,10,0,0,0
ABC,REWHTYSYDE,Y,10,0,0,0
ABC,REZ29000ZA,N,10,0,0,0
ABC,REZ38000B1,N,10,0,0,0
ABC,REZ40000B1,N,10,0,0,0
ABC,REZ42000B1,N,10,0,0,0
ABC,REZ50000NL,N,10,0,0,0
ABC,REZ61000CA,Y,10,0,0,0
ABC,REZ67000GB,Y,10,0,0,0
ABC,REZA1000ZA,Y,10,0,0,0
ABC,REZA2000ZA,Y,10,0,0,0
ABC,REZA3000ZA,Y,10,0,0,0
ABC,REZA4000ZA,Y,10,0,0,0
ABC,REZA5000ZA,Y,10,0,0,0
ABC,RE000001DE,Y,11,0,0,0
ABC,RE000001PL,Y,11,0,0,0
ABC,RE000002FR,N,11,0,0,0
ABC,RE000003FR,N,11,0,0,0
ABC,RE000004FR,N,11,0,0,0
ABC,RE000999AE,Y,11,0,0,0
ABC,RE001030NL,Y,11,0,0,0
ABC,RE004260FR,N,11,0,0,0
ABC,RE009000SE,N,11,0,0,0
ABC,RE015130FR,Y,11,0,0,0
ABC,RE023010BE,N,11,0,0,0
ABC,RE040010NL,N,11,0,0,0
ABC,RE099AAAAT,N,11,0,0,0
ABC,RE099AAAAU,Y,11,0,0,0
ABC,RE099AAABE,N,11,0,0,0
ABC,RE099AAABG,N,11,0,0,0
ABC,RE099AAACH,Y,11,0,0,0
ABC,RE099AAACZ,N,11,0,0,0
ABC,RE099AAADE,N,11,0,0,0
ABC,RE099AAADK,N,11,0,0,0
ABC,RE099AAAES,Y,11,0,0,0
ABC,RE099AAAFI,N,11,0,0,0
ABC,RE099AAAFR,N,11,0,0,0
ABC,RE099AAAGB,N,11,0,0,0
ABC,RE099AAAGR,N,11,0,0,0
ABC,RE099AAAHU,N,11,0,0,0
ABC,RE099AAAIE,Y,11,0,0,0
ABC,RE099AAAIL,Y,11,0,0,0
ABC,RE099AAAIT,N,11,0,0,0
ABC,RE099AAAJP,Y,11,0,0,0
ABC,RE099AAALU,N,11,0,0,0
ABC,RE099AAAMD,N,11,0,0,0
ABC,RE099AAANL,N,11,0,0,0
ABC,RE099AAANO,N,11,0,0,0
ABC,RE099AAANZ,Y,11,0,0,0
ABC,RE099AAAPL,N,11,0,0,0
ABC,RE099AAAPT,Y,11,0,0,0
ABC,RE099AAAQA,Y,11,0,0,0
ABC,RE099AAAR4,Y,11,0,0,0
ABC,RE099AAARO,N,11,0,0,0
ABC,RE099AAARS,N,11,0,0,0
ABC,RE099AAARU,Y,11,0,0,0
ABC,RE099AAASE,N,11,0,0,0
ABC,RE099AAASI,N,11,0,0,0
ABC,RE099AAASK,N,11,0,0,0
ABC,RE099AAATR,Y,11,0,0,0
ABC,RE099AAAUA,N,11,0,0,0
ABC,RE099AAAUS,Y,11,0,0,0
ABC,RE100AAAGB,N,11,0,0,0
ABC,RE115000DZ,Y,11,0,0,0
ABC,RE123456PL,N,11,0,0,0
ABC,RE138000TR,Y,11,0,0,0
ABC,RE226000CN,N,11,0,0,0
ABC,RE256000CY,N,11,0,0,0
ABC,RE277000AE,Y,11,0,0,0
ABC,RE286000EG,Y,11,0,0,0
ABC,RE328000GH,Y,11,0,0,0
ABC,RE391000IQ,Y,11,0,0,0
ABC,RE628000CN,Y,11,0,0,0
ABC,RE637000KR,Y,11,0,0,0
ABC,RE641000TW,Y,11,0,0,0
ABC,RE647000TH,Y,11,0,0,0
ABC,RE657000ID,Y,11,0,0,0
ABC,RE659000MX,Y,11,0,0,0
ABC,RE664000PH,Y,11,0,0,0
ABC,RE672000IN,Y,11,0,0,0
ABC,RE677000SG,Y,11,0,0,0
ABC,RE684000MY,Y,11,0,0,0
ABC,RE775000SI,N,11,0,0,0
ABC,RE999000TR,Y,11,0,0,0
ABC,RE999000ZA,N,11,0,0,0
ABC,RE999900AE,Y,11,0,0,0
ABC,REAHBMW0DE,N,11,0,0,0
ABC,REAHDAIMDE,Y,11,0,0,0
ABC,REAHOTHEDE,N,11,0,0,0
ABC,REAHTYSYDE,Y,11,0,0,0
ABC,REAHVW00DE,Y,11,0,0,0
ABC,REATU000DE,N,11,0,0,0
ABC,REATYSE0FR,N,11,0,0,0
ABC,REAXLE00GB,Y,11,0,0,0
ABC,REBDC000AE,Y,11,0,0,0
ABC,REBOND00GB,Y,11,0,0,0
ABC,RECD0000NO,Y,11,0,0,0
ABC,REDELTICDE,Y,11,0,0,0
ABC,REDELTICFR,Y,11,0,0,0
ABC,REDIRECTZA,N,11,0,0,0
ABC,REDISTRIFR,N,11,0,0,0
ABC,REECOMFR1C,Y,11,0,0,0
ABC,REENIS00PL,Y,11,0,0,0
ABC,REEQUITYDE,N,11,0,0,0
ABC,REETEL00GB,Y,11,0,0,0
ABC,REEXPORTRU,Y,11,0,0,0
ABC,REFINTYRIT,N,11,0,0,0
ABC,REFSD000DE,N,11,0,0,0
ABC,REGB2000GB,Y,11,0,0,0
ABC,REGDHSOTDE,N,11,0,0,0
ABC,REGROUPPGB,N,11,0,0,0
ABC,REGRUPO0ES,N,11,0,0,0
ABC,REKEYAC0GB,N,11,0,0,0
ABC,REKRANJIIT,N,11,0,0,0
ABC,REMODISTCZ,N,11,0,0,0
ABC,REMORET0CZ,N,11,0,0,0
ABC,RENORAUTES,Y,11,0,0,0
ABC,REPUBLICGR,N,11,0,0,0
ABC,RESELLTHCZ,N,11,0,0,0
ABC,RESELLTHHU,N,11,0,0,0
ABC,RESELLTHSK,N,11,0,0,0
ABC,RESSA000ZA,N,11,0,0,0
ABC,RESSA001ZA,N,11,0,0,0
ABC,RESSA002ZA,N,11,0,0,0
ABC,RESSA003ZA,N,11,0,0,0
ABC,RESSA004ZA,N,11,0,0,0
ABC,RESSA005ZA,N,11,0,0,0
ABC,RESSA006ZA,N,11,0,0,0
ABC,RESSA007ZA,N,11,0,0,0
ABC,RESSA008ZA,N,11,0,0,0
ABC,RESSA009ZA,N,11,0,0,0
ABC,REWHOLESDE,N,11,0,0,0
ABC,REWHOLESFR,N,11,0,0,0
ABC,REWHTYSYDE,Y,11,0,0,0
ABC,REZ29000ZA,N,11,0,0,0
ABC,REZ38000B1,N,11,0,0,0
ABC,REZ40000B1,N,11,0,0,0
ABC,REZ42000B1,N,11,0,0,0
ABC,REZ50000NL,N,11,0,0,0
ABC,REZ61000CA,Y,11,0,0,0
ABC,REZ67000GB,Y,11,0,0,0
ABC,REZA1000ZA,Y,11,0,0,0
ABC,REZA2000ZA,Y,11,0,0,0
ABC,REZA3000ZA,Y,11,0,0,0
ABC,REZA4000ZA,Y,11,0,0,0
ABC,REZA5000ZA,Y,11,0,0,0
ABC,RE000001DE,Y,12,0,0,0
ABC,RE000001PL,Y,12,0,0,0
ABC,RE000002FR,N,12,0,0,0
ABC,RE000003FR,N,12,0,0,0
ABC,RE000004FR,N,12,0,0,0
ABC,RE000999AE,Y,12,0,0,0
ABC,RE001030NL,Y,12,0,0,0
ABC,RE004260FR,N,12,0,0,0
ABC,RE009000SE,N,12,0,0,0
ABC,RE015130FR,Y,12,0,0,0
ABC,RE023010BE,N,12,0,0,0
ABC,RE040010NL,N,12,0,0,0
ABC,RE099AAAAT,N,12,0,0,0
ABC,RE099AAAAU,Y,12,0,0,0
ABC,RE099AAABE,N,12,0,0,0
ABC,RE099AAABG,N,12,0,0,0
ABC,RE099AAACH,Y,12,0,0,0
ABC,RE099AAACZ,N,12,0,0,0
ABC,RE099AAADE,N,12,0,0,0
ABC,RE099AAADK,N,12,0,0,0
ABC,RE099AAAES,Y,12,0,0,0
ABC,RE099AAAFI,N,12,0,0,0
ABC,RE099AAAFR,N,12,0,0,0
ABC,RE099AAAGB,N,12,0,0,0
ABC,RE099AAAGR,N,12,0,0,0
ABC,RE099AAAHU,N,12,0,0,0
ABC,RE099AAAIE,Y,12,0,0,0
ABC,RE099AAAIL,Y,12,0,0,0
ABC,RE099AAAIT,N,12,0,0,0
ABC,RE099AAAJP,Y,12,0,0,0
ABC,RE099AAALU,N,12,0,0,0
ABC,RE099AAAMD,N,12,0,0,0
ABC,RE099AAANL,N,12,0,0,0
ABC,RE099AAANO,N,12,0,0,0
ABC,RE099AAANZ,Y,12,0,0,0
ABC,RE099AAAPL,N,12,0,0,0
ABC,RE099AAAPT,Y,12,0,0,0
ABC,RE099AAAQA,Y,12,0,0,0
ABC,RE099AAAR4,Y,12,0,0,0
ABC,RE099AAARO,N,12,0,0,0
ABC,RE099AAARS,N,12,0,0,0
ABC,RE099AAARU,Y,12,0,0,0
ABC,RE099AAASE,N,12,0,0,0
ABC,RE099AAASI,N,12,0,0,0
ABC,RE099AAASK,N,12,0,0,0
ABC,RE099AAATR,Y,12,0,0,0
ABC,RE099AAAUA,N,12,0,0,0
ABC,RE099AAAUS,Y,12,0,0,0
ABC,RE100AAAGB,N,12,0,0,0
ABC,RE115000DZ,Y,12,0,0,0
ABC,RE123456PL,N,12,0,0,0
ABC,RE138000TR,Y,12,0,0,0
ABC,RE226000CN,N,12,0,0,0
ABC,RE256000CY,N,12,0,0,0
ABC,RE277000AE,Y,12,0,0,0
ABC,RE286000EG,Y,12,0,0,0
ABC,RE328000GH,Y,12,0,0,0
ABC,RE391000IQ,Y,12,0,0,0
ABC,RE628000CN,Y,12,0,0,0
ABC,RE637000KR,Y,12,0,0,0
ABC,RE641000TW,Y,12,0,0,0
ABC,RE647000TH,Y,12,0,0,0
ABC,RE657000ID,Y,12,0,0,0
ABC,RE659000MX,Y,12,0,0,0
ABC,RE664000PH,Y,12,0,0,0
ABC,RE672000IN,Y,12,0,0,0
ABC,RE677000SG,Y,12,0,0,0
ABC,RE684000MY,Y,12,0,0,0
ABC,RE775000SI,N,12,0,0,0
ABC,RE999000TR,Y,12,0,0,0
ABC,RE999000ZA,N,12,0,0,0
ABC,RE999900AE,Y,12,0,0,0
ABC,REAHBMW0DE,N,12,0,0,0
ABC,REAHDAIMDE,Y,12,0,0,0
ABC,REAHOTHEDE,N,12,0,0,0
ABC,REAHTYSYDE,Y,12,0,0,0
ABC,REAHVW00DE,Y,12,0,0,0
ABC,REATU000DE,N,12,0,0,0
ABC,REATYSE0FR,N,12,0,0,0
ABC,REAXLE00GB,Y,12,0,0,0
ABC,REBDC000AE,Y,12,0,0,0
ABC,REBOND00GB,Y,12,0,0,0
ABC,RECD0000NO,Y,12,0,0,0
ABC,REDELTICDE,Y,12,0,0,0
ABC,REDELTICFR,Y,12,0,0,0
ABC,REDIRECTZA,N,12,0,0,0
ABC,REDISTRIFR,N,12,0,0,0
ABC,REECOMFR1C,Y,12,0,0,0
ABC,REENIS00PL,Y,12,0,0,0
ABC,REEQUITYDE,N,12,0,0,0
ABC,REETEL00GB,Y,12,0,0,0
ABC,REEXPORTRU,Y,12,0,0,0
ABC,REFINTYRIT,N,12,0,0,0
ABC,REFSD000DE,N,12,0,0,0
ABC,REGB2000GB,Y,12,0,0,0
ABC,REGDHSOTDE,N,12,0,0,0
ABC,REGROUPPGB,N,12,0,0,0
ABC,REGRUPO0ES,N,12,0,0,0
ABC,REKEYAC0GB,N,12,0,0,0
ABC,REKRANJIIT,N,12,0,0,0
ABC,REMODISTCZ,N,12,0,0,0
ABC,REMORET0CZ,N,12,0,0,0
ABC,RENORAUTES,Y,12,0,0,0
ABC,REPUBLICGR,N,12,0,0,0
ABC,RESELLTHCZ,N,12,0,0,0
ABC,RESELLTHHU,N,12,0,0,0
ABC,RESELLTHSK,N,12,0,0,0
ABC,RESSA000ZA,N,12,0,0,0
ABC,RESSA001ZA,N,12,0,0,0
ABC,RESSA002ZA,N,12,0,0,0
ABC,RESSA003ZA,N,12,0,0,0
ABC,RESSA004ZA,N,12,0,0,0
ABC,RESSA005ZA,N,12,0,0,0
ABC,RESSA006ZA,N,12,0,0,0
ABC,RESSA007ZA,N,12,0,0,0
ABC,RESSA008ZA,N,12,0,0,0
ABC,RESSA009ZA,N,12,0,0,0
ABC,REWHOLESDE,N,12,0,0,0
ABC,REWHOLESFR,N,12,0,0,0
ABC,REWHTYSYDE,Y,12,0,0,0
ABC,REZ29000ZA,N,12,0,0,0
ABC,REZ38000B1,N,12,0,0,0
ABC,REZ40000B1,N,12,0,0,0
ABC,REZ42000B1,N,12,0,0,0
ABC,REZ50000NL,N,12,0,0,0
ABC,REZ61000CA,Y,12,0,0,0
ABC,REZ67000GB,Y,12,0,0,0
ABC,REZA1000ZA,Y,12,0,0,0
ABC,REZA2000ZA,Y,12,0,0,0
ABC,REZA3000ZA,Y,12,0,0,0
ABC,REZA4000ZA,Y,12,0,0,0
ABC,REZA5000ZA,Y,12,0,0,0
